h3_res8,total_violations,avg_severity,max_severity,avg_lane_blockage,max_lane_blockage,avg_vehicle_size,unique_hours,unique_days,lat_center,lng_center,road_multiplier,is_junction,junction_boost,vehicle_entropy,temporal_persistence,dominant_violation,dominant_vehicle,police_station,junction_name,location_name,D_norm,S_norm,P_norm,R_norm,V_norm,cis_raw,cis_score,cis_category,carriageway_reduction
8860145149fffff,17,2.9411764705882355,3.5,35.294117647058826,50,1.4352941176470588,8,11,12.867094070588236,77.53521516470587,2.0,False,1.0,1.9254106345193764,0.3333333333333333,WRONG PARKING,CAR,Thalagattapura,No Junction,"Konanakunte Main Road, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",0.0017821341055914458,0.5294117647058825,0.3333333333333333,1.0,0.6287436660231005,0.35318707468999605,43.04850647398859,moderate,5.454545454545455
886014514dfffff,58,2.8793103448275863,4.0,31.896551724137932,70,1.3086206896551724,12,25,12.872278215517243,77.5392282275862,2.0,False,1.0,1.2237590322342617,0.5,WRONG PARKING,CAR,Thalagattapura,No Junction,"Konanakunte Main Road, Paramount Gardens, Jyotipuram, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",0.006348852751169525,0.5019157088122606,0.5,1.0,0.39961903528229625,0.35435310585099966,43.19318948322935,moderate,7.4
8860145165fffff,41,2.7113821138211383,3.6666666666666665,27.804878048780488,50,0.9292682926829269,12,21,12.90603653902439,77.54215842926828,2.0,False,1.0,2.7057949713361524,0.5,WRONG PARKING,SCOOTER,K.S. Layout,No Junction,"Dr Vishnuvardhan Main Road, Uttarahalli Circle, Uttarahalli, Bengaluru, Karnataka. Pin-560061 (India)",0.0044553352639786145,0.42728093947606144,0.5,1.0,0.8835785048900316,0.37384311583941143,45.61154105869573,moderate,5.428571428571429
8860145167fffff,4,3.25,3.5,43.75,50,0.525,3,3,12.906007149513261,77.53297315083694,2.0,False,1.0,0.8112781241705938,0.125,WRONG PARKING,MOPED,K.S. Layout,No Junction,"Dr Vishnuvardhan Main Road, Kodipur, Bengaluru, Karnataka. Pin-560061 (India)",0.00033415014479839606,0.6666666666666666,0.125,1.0,0.2649232183841032,0.32671076918083447,39.76328418940896,low,5.833333333333333
8860145169fffff,1,2.5,2.5,25.0,25,1.3,1,1,12.8931845,77.537668,1.0,False,1.0,-1.4426951601859516e-10,0.041666666666666664,WRONG PARKING,CAR,Thalagattapura,No Junction,"3rd Main Road, Pride Spring Field Apartment, Subramanyapura, Bengaluru, Karnataka. Pin-560061 (India)",0.0,0.3333333333333333,0.041666666666666664,0.0,0.0,0.08958333333333333,10.34013312847735,low,2.5
88601451e5fffff,2,3.3333333333333335,3.3333333333333335,50.0,50,1.3,1,1,12.90589455,77.47567065000001,2.0,False,1.0,-1.4426951601859516e-10,0.041666666666666664,PARKING IN A MAIN ROAD,CAR,Kengeri,No Junction,"Doddabele Road, Suvrith Sadan, Kengeri Satellite Town, Bengaluru, Karnataka. Pin-560060 (India)",0.00011138338159946537,0.7037037037037037,0.041666666666666664,1.0,0.0,0.30220934094040575,36.72310783128255,low,10.0
8860145335fffff,42,2.869047619047619,3.5,30.0,50,1.230952380952381,7,13,12.861954123809523,77.52994359285715,2.0,False,1.0,1.5078861989324293,0.2916666666666667,NO PARKING,CAR,Thalagattapura,No Junction,"Konanakunte Main Road, SS Vrudhi, VISL Layout, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",0.00456671864557808,0.4973544973544974,0.2916666666666667,1.0,0.4924008830556519,0.32885071057674997,40.02881153645983,moderate,9.692307692307692
8860145803fffff,25,2.68,3.5,28.6,50,1.016,11,18,12.990224571999999,77.505065116,2.0,False,1.0,1.9786885697297498,0.4583333333333333,WRONG PARKING,PASSENGER AUTO,Kamakshipalya,No Junction,"Magadi Main Road, Sunkadakatte, Bengaluru, Karnataka. Pin-560091 (India)",0.0026732011583871684,0.4133333333333334,0.4583333333333333,1.0,0.6461415985468103,0.3445766215645943,41.98010769463057,moderate,3.9722222222222223
8860145809fffff,121,2.87603305785124,3.0,29.834710743801654,30,0.6090909090909091,11,12,12.986828589256199,77.51950986363637,1.0,False,1.0,1.0355166736676265,0.4583333333333333,NO PARKING,SCOOTER,Kamakshipalya,No Junction,"Dr Rajkumar Puniya Bhoomi Road, Sumnahalli Junction, Kamakshipalya, Bengaluru, Karnataka. Pin-560091 (India)",0.013366005791935844,0.5004591368227733,0.4583333333333333,0.0,0.3381484126030478,0.2249264589515179,27.13372437147249,low,29.834710743801658
886014580bfffff,45,2.977777777777778,3.75,33.111111111111114,70,0.8733333333333333,10,19,12.9887652,77.50804104222222,2.0,False,1.0,2.155301620949792,0.4166666666666667,NO PARKING,SCOOTER,Kamakshipalya,No Junction,"Magadi Main Road, BM Shankarappa Industrial Estate, Sunkadakatte, Bengaluru, Karnataka. Pin-560091 (India)",0.004900868790376476,0.5456790123456791,0.4166666666666667,1.0,0.7038146659395297,0.3766951869986951,45.96543060444233,moderate,7.842105263157895
886014580dfffff,3,2.8333333333333335,3.0,28.333333333333332,30,1.2,1,2,12.997965933333333,77.52272883333335,1.0,False,1.0,0.9182958337659504,0.041666666666666664,NO PARKING,CAR,Peenya,No Junction,"Laggere Main Road, Kempegowda Layout, Laggere, Bengaluru, Karnataka. Pin-560058 (India)",0.00022276676319893073,0.48148148148148157,0.041666666666666664,0.0,0.29986989721146645,0.15067679217624738,17.920707101055946,low,4.25
8860145811fffff,2,2.5,2.5,25.0,25,0.8,1,2,12.98718445,77.49201895,1.0,False,1.0,0.9999999997114609,0.041666666666666664,WRONG PARKING,PASSENGER AUTO,Kamakshipalya,No Junction,"Magadi Main Road, Herohalli Cross, Madeshwara Nagar, Bengaluru, Karnataka. Pin-560091 (India)",0.00011138338159946537,0.3333333333333333,0.041666666666666664,0.0,0.3265504275363206,0.11574078255071882,13.585791214987166,low,2.5
8860145813fffff,17,2.9705882352941178,3.5,32.05882352941177,50,0.7058823529411765,6,10,12.985942605882354,77.48728541764706,2.0,False,1.0,1.4516607637806889,0.25,NO PARKING,SCOOTER,Kamakshipalya,No Junction,"Magadi Main Road, Gaddekhani, Anjana Nagar, Herohalli, Bengaluru, Karnataka. Pin-560091 (India)",0.0017821341055914458,0.542483660130719,0.25,1.0,0.47404044316578653,0.3315787907176201,40.367316078560854,moderate,5.450000000000001
8860145817fffff,6,2.5416666666666665,2.75,25.833333333333332,30,1.2666666666666666,3,3,12.99634565,77.4893754,1.0,False,1.0,1.459147916594436,0.125,WRONG PARKING,PASSENGER AUTO,Kamakshipalya,No Junction,"3rd Main Road, Sri Akadantha Nagar, Andhrahalli, Bengaluru, Karnataka. Pin-560091 (India)",0.0005569169079973268,0.3518518518518518,0.125,0.0,0.47648537611849817,0.144998868124842,17.216181214036965,low,5.166666666666666
886014581bfffff,1,2.5,2.5,25.0,25,0.6,1,1,12.9772621,77.4878248,1.0,False,1.0,-1.4426951601859516e-10,0.041666666666666664,WRONG PARKING,MOTOR CYCLE,Kamakshipalya,No Junction,"Muddayanapalya Road, Kuvempu Layout, Sir M Vishweshwaraiah Nagar, Bengaluru, Karnataka. Pin-560091 (India)",0.0,0.3333333333333333,0.041666666666666664,0.0,0.0,0.08958333333333333,10.34013312847735,low,2.5
886014581dfffff,137,2.881995133819951,3.8333333333333335,30.145985401459853,50,0.7211678832116788,14,35,12.989544872167555,77.50137993868613,2.0,False,1.0,1.6059474181007092,0.5833333333333334,NO PARKING,SCOOTER,Kamakshipalya,No Junction,"Magadi Main Road, Hanumantharayan Palya, Sunkadakatte, Bengaluru, Karnataka. Pin-560091 (India)",0.015148139897527288,0.5031089483644227,0.5833333333333334,1.0,0.5244228161044063,0.3797755043487164,46.347641302168476,moderate,11.8
8860145825fffff,4,2.875,3.25,28.75,30,1.375,2,2,13.025141866666665,77.52155323333334,1.3,False,1.0,1.4999999995671913,0.08333333333333333,NO PARKING,MOTOR CYCLE,Peenya,No Junction,"100 Feet Road, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",0.00033415014479839606,0.5,0.08333333333333333,0.30000000000000004,0.4898256412809252,0.21278629634591356,25.627353600952752,low,5.75
8860145827fffff,6,2.7083333333333335,3.25,26.666666666666668,30,1.5,4,4,13.026384333333333,77.51382401111111,1.3,False,1.0,2.251629166666475,0.16666666666666666,WRONG PARKING,CAR,Peenya,No Junction,"TVS Cross Road, Industrial Area Phase 3, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",0.0005569169079973268,0.425925925925926,0.16666666666666666,0.30000000000000004,0.7352704671813751,0.2264701939283907,27.325273473583913,low,4.0
8860145829fffff,149,3.3596196868008947,3.75,40.97315436241611,50,1.6885906040268457,14,51,13.007813862416107,77.52674291879195,2.0,False,1.0,2.687062548510647,0.5833333333333334,NO PARKING,CAR,Rajajinagar,No Junction,"Laggere Service Road, Narasimhaswamy Layout, Laggere, Bengaluru, Karnataka. Pin-560058 (India)",0.016484740476720872,0.7153865274670643,0.5833333333333334,1.0,0.8774614242066893,0.4614889679463175,56.48677840602667,moderate,11.970588235294118
886014582dfffff,211,2.8060821484992102,3.75,30.355450236966824,50,1.3639810426540284,14,38,13.016964508530805,77.53124009857821,2.0,False,1.0,2.436542372305577,0.5833333333333334,WRONG PARKING,CAR,Rajajinagar,No Junction,"Dr Rajkumar Puniya Bhoomi Road, Block 3, Nandini Layout, Bengaluru, Karnataka. Pin-560096 (India)",0.023390510135887724,0.46936984377742674,0.5833333333333334,1.0,0.7956539535486469,0.39551193026901477,48.30024216995616,moderate,16.855263157894736
8860145837fffff,57,2.526315789473684,3.5,25.526315789473685,50,1.043859649122807,10,6,13.0141365,77.49220869649123,2.0,False,1.0,2.2569752431015644,0.4166666666666667,WRONG PARKING,CAR,Kamakshipalya,No Junction,"Thigalarapalya Main Road, Ramegowda Layout, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",0.00623746936957006,0.3450292397660818,0.4166666666666667,1.0,0.7370162307271472,0.3295898492105632,40.12052503894819,moderate,24.25
886014583dfffff,15,2.6333333333333333,3.0,26.333333333333332,30,1.0733333333333335,7,7,13.010491346666667,77.50657490666667,1.0,False,1.0,2.289246427643541,0.2916666666666667,WRONG PARKING,PASSENGER AUTO,Peenya,No Junction,"Rajgopal Nagar Main Road, M Ramaiah Layout, Stage 2, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",0.001559367342392515,0.3925925925925926,0.2916666666666667,0.0,0.7475543998379535,0.20217031033790217,24.31010509759807,low,5.642857142857142
8860145841fffff,66,2.6742424242424243,3.75,27.954545454545453,50,1.0015151515151515,11,22,12.9770023475601,77.53189171893194,2.0,True,1.5,2.169751955741641,0.4583333333333333,WRONG PARKING,SCOOTER,Vijayanagara,BTP214 - 5th Main Chamrajpet  Junction,"60 Feet Road, Prasanthnagar Circle, Vijaya Nagar North, Bengaluru, Karnataka. Pin-560079 (India)",0.007239919803965249,0.4107744107744108,0.4583333333333333,1.0,0.7085334289445318,0.4502982529503548,55.09821661169345,moderate,8.386363636363637
8860145843fffff,3,2.9166666666666665,3.75,33.333333333333336,50,0.8333333333333334,3,1,12.976279,77.52586896666666,2.0,False,1.0,0.9182958337659504,0.125,WRONG PARKING,SCOOTER,Vijayanagara,No Junction,"Shree Nivasa Nagara Kempu Gouda Road, Pattegarapalya Circle, Kamakshipalya, Bengaluru, Karnataka. Pin-560079 (India)",0.00022276676319893073,0.5185185185185185,0.125,1.0,0.29986989721146645,0.2924360514355066,35.51042245627686,low,10.0
8860145845fffff,245,2.586734693877551,3.75,26.306122448979593,50,0.9942857142857142,15,46,12.987814510054674,77.53748628379861,2.0,True,1.5,1.7886908413067923,0.625,WRONG PARKING,CAR,Vijayanagara,BTP208 - Havanur Circle,"Dr Siddaiah Puranik Marg, Havanur Circle, Basaveshwara Nagar, Bengaluru, Karnataka. Pin-560079 (India)",0.027177545110269548,0.3718820861678004,0.625,1.0,0.5840977590904128,0.46160160580226395,56.50075469113618,moderate,14.010869565217394
8860145847fffff,40,2.8291666666666666,3.6666666666666665,28.875,50,0.9324999999999999,11,23,12.984430588430962,77.52795191513196,2.0,False,1.0,2.4037622137838763,0.4583333333333333,NO PARKING,SCOOTER,Kamakshipalya,No Junction,"G Narayana Kumar Road, Soundarya Kamakshi, Karekallu, Kamakshipalya, Bengaluru, Karnataka. Pin-560079 (India)",0.004343951882379149,0.47962962962962963,0.4583333333333333,1.0,0.7849495787671329,0.37275655927349177,45.47671938417695,moderate,5.021739130434783
8860145849fffff,805,2.7179089026915113,3.8333333333333335,27.819875776397517,70,0.8250931677018634,13,77,12.969843752911933,77.53697051419154,2.0,True,1.5,1.884805097388205,0.5416666666666666,WRONG PARKING,SCOOTER,Vijayanagara,"BTP022 - Marenahalli Junction, Vijayanagar","1st Main Road, Police Quarters, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",0.08955223880597014,0.4301817345295606,0.5416666666666666,1.0,0.6154839105106615,0.484899818115034,59.39163409477105,moderate,27.819875776397517
886014584bfffff,9,2.6666666666666665,3.0,26.666666666666668,30,1.0333333333333334,3,3,12.973125166666668,77.52875604444445,1.0,True,1.5,1.6577427259278106,0.125,WRONG PARKING,CAR,Vijayanagara,BTP214 - 5th Main Chamrajpet  Junction,"3rd Cross Road, Poojappa Layout, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",0.0008910670527957229,0.40740740740740733,0.125,0.0,0.5413365960221618,0.26417609964946354,32.00388249221242,low,8.0
886014584dfffff,205,2.752439024390244,3.75,28.048780487804876,50,0.9746341463414635,11,52,12.97852669475259,77.54212265318795,2.0,True,1.5,2.2866673914353646,0.4583333333333333,NO PARKING,CAR,Magadi Road,BTP067 - Jai Muni Rao Circle,"G Narayana Kumar Road, Jai Maniurao Circle, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",0.022722209846290933,0.44552845528455287,0.4583333333333333,1.0,0.7467122144614203,0.4666857539319391,57.13160391320506,moderate,11.057692307692308
8860145851fffff,115,3.0220289855072466,4.2,32.82608695652174,70,1.2147826086956521,13,39,12.972727922608696,77.50879090695652,2.0,False,1.0,2.110305408367009,0.5416666666666666,NO PARKING,CAR,Jnanabharathi,No Junction,"Kengeri Main Road, Papareddypalya Circle, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560072 (India)",0.01269770550233905,0.5653462157809985,0.5416666666666666,1.0,0.6891211334809869,0.4015255562744303,49.0464224917266,moderate,9.67948717948718
8860145853fffff,10,2.425,2.5,25.0,25,1.02,4,4,12.96912408,77.49950245,1.0,False,1.0,1.7219280943102844,0.16666666666666666,WRONG PARKING,SCOOTER,Jnanabharathi,No Junction,"60 Feet Road, Sri Maregowda Circle, Gidadakonenahalli, Bengaluru, Karnataka. Pin-560091 (India)",0.0010024504343951882,0.29999999999999993,0.16666666666666666,0.0,0.5622963555120586,0.14528444357128323,17.251615871650085,low,6.25
8860145855fffff,22,3.3106060606060606,4.25,42.95454545454545,70,1.3,10,11,12.978290459090909,77.5121071,2.0,False,1.0,0.865856617024415,0.4166666666666667,PARKING IN A MAIN ROAD,CAR,Jnanabharathi,No Junction,"3rd A Cross Road, Nagarbhavi BDA Shopping Complex, Block 3, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560072 (India)",0.0023390510135887724,0.6936026936026936,0.4166666666666667,1.0,0.2827458485623778,0.37922205658974023,46.27896862007883,moderate,8.59090909090909
8860145857fffff,4,3.0,3.0,30.0,30,1.45,2,3,12.978229225,77.5102919,1.0,False,1.0,1.4999999995671913,0.08333333333333333,NO PARKING,CAR,Jnanabharathi,No Junction,"Kengeri Main Road, Block 6, BDA Layout, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560091 (India)",0.00033415014479839606,0.5555555555555556,0.08333333333333333,0.0,0.4898256412809252,0.19067518523480245,22.88377161086343,low,4.0
8860145859fffff,290,2.8137931034482757,4.166666666666667,29.396551724137932,70,1.2113793103448276,15,66,12.960953313448277,77.51180997103448,2.0,False,1.0,1.2848884994461565,0.625,NO PARKING,CAR,Jnanabharathi,No Junction,"Mallathahalli Road, Block 12, BDA Layout, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560072 (India)",0.03218979728224549,0.4727969348659003,0.625,1.0,0.4195808889382878,0.37517264401621175,45.77651103884985,moderate,12.916666666666666
886014585bfffff,25,2.84,3.5,30.0,50,1.1840000000000002,9,16,12.962470792,77.505396084,2.0,False,1.0,2.363074188274414,0.375,WRONG PARKING,CAR,Jnanabharathi,No Junction,"Mallathahalli Road, Kengunte Circle, Bengaluru, Karnataka. Pin-560056 (India)",0.0026732011583871684,0.4844444444444444,0.375,1.0,0.7716628866394923,0.35989610238978664,43.88097334893031,moderate,4.6875
8860145861fffff,7,2.5,2.5,25.0,25,1.1,5,5,13.000447206512586,77.53411749249346,1.0,False,1.0,1.8423709926000305,0.20833333333333334,WRONG PARKING,CAR,Vijayanagara,No Junction,"Pipeline Road, Karnataka Layout Stage 1, Kurubarahalli, Bengaluru, Karnataka. Pin-560086 (India)",0.0006683002895967921,0.3333333333333333,0.20833333333333334,0.0,0.601627035447963,0.16291398625604941,19.43911769190596,low,3.5
8860145863fffff,82,3.533536585365854,4.0,44.69512195121951,70,1.75,10,31,13.002950064634147,77.52634740121951,2.0,False,1.0,2.232734441592724,0.4166666666666667,NO PARKING,CAR,Rajajinagar,No Junction,"Dr Rajkumar Puniya Bhoomi Road, Swatantra Yodhara Nagar, Laggere, Bengaluru, Karnataka. Pin-560058 (India)",0.009022053909556694,0.7926829268292683,0.4166666666666667,1.0,0.7291003866294703,0.4417053788105417,54.03199906095044,moderate,11.82258064516129
8860145865fffff,174,2.7327586206896552,3.5,28.563218390804597,50,0.9488505747126437,14,44,13.008776187356322,77.5430065591954,2.0,False,1.0,2.14057425927101,0.5833333333333334,WRONG PARKING,SCOOTER,Rajajinagar,No Junction,"8th Main Road, Sri Vasavi Garden, Mahalakshmi Layout, Bengaluru, Karnataka. Pin-560086 (India)",0.019269325016707507,0.4367816091954023,0.5833333333333334,1.0,0.6990054396861476,0.37839663497875464,46.17654898794226,moderate,11.295454545454545
8860145867fffff,16,2.84375,3.75,32.1875,50,1.74375,8,12,13.0107658375,77.53169489375,2.0,False,1.0,2.9528195298163578,0.3333333333333333,WRONG PARKING,LGV,Rajajinagar,No Junction,"Nandini Layout Club Road, APMC Government Quarters, Nandini Layout, Bengaluru, Karnataka. Pin-560096 (India)",0.0016707507239919804,0.4861111111111111,0.3333333333333333,1.0,0.9642444800853511,0.36916856140180343,45.03151487628155,moderate,4.291666666666666
8860145869fffff,91,2.6016483516483517,3.75,26.813186813186814,50,0.8626373626373627,12,17,12.994678080219781,77.53949282307693,2.0,True,1.5,1.7301196719167824,0.5,WRONG PARKING,SCOOTER,Vijayanagara,BTP207 - 8th Main Road Basaveshwara Nagar,"Dr Siddaiah Puranik Marg, Bhimajyothi LIC Colony, Basaveshwara Nagar, Bengaluru, Karnataka. Pin-560079 (India)",0.010024504343951883,0.37851037851037855,0.5,1.0,0.5649713186820434,0.43783265142534367,53.55146486015146,moderate,14.352941176470589
886014586dfffff,405,2.631172839506173,3.8333333333333335,26.925925925925927,60,1.0034567901234568,15,63,12.998473190121723,77.54293843629522,2.0,True,1.5,2.08084336690968,0.625,WRONG PARKING,CAR,Vijayanagara,"BTP206 - Shankara Mutt Circle, Vijayanagar","Dr Siddaiah Puranik Marg, Shankarmata Circle, Basaveshwara Nagar, Bengaluru, Karnataka. Pin-560086 (India)",0.044998886166184006,0.3916323731138546,0.625,1.0,0.6795002912456154,0.4795177824279681,58.723822508693324,moderate,17.30952380952381
88601458c5fffff,37,2.8085585585585586,3.75,31.216216216216218,50,1.0108108108108107,9,19,12.986749818137918,77.47690063972973,2.0,False,1.0,1.9801575958437097,0.375,WRONG PARKING,CAR,Kamakshipalya,No Junction,"Magadi Main Road, Byadrahalli, Bengaluru, Karnataka. Pin-560091 (India)",0.004009801737580753,0.4704704704704705,0.375,1.0,0.6466213096524551,0.34680026291108823,42.25602066526338,moderate,6.078947368421053
88601458c7fffff,3,2.6666666666666665,3.0,26.666666666666668,30,0.8333333333333334,3,3,12.988682266666666,77.47250403333334,1.0,False,1.0,0.9182958337659504,0.125,WRONG PARKING,SCOOTER,Kamakshipalya,No Junction,"Magadi Main Road, Dodda Gollarahatti, Bengaluru, Karnataka. Pin-560091 (India)",0.00022276676319893073,0.40740740740740733,0.125,0.0,0.29986989721146645,0.14465827365772885,17.17391970844369,low,2.666666666666667
88601458e5fffff,9,2.4166666666666665,2.5,25.0,25,0.7555555555555555,1,2,13.008236011111112,77.48448026666667,1.0,False,1.0,1.3516441147205838,0.041666666666666664,WRONG PARKING,SCOOTER,Kamakshipalya,No Junction,"Andrahalli Main Road, Andhrahalli Circle, Andhrahalli, Bengaluru, Karnataka. Pin-560091 (India)",0.0008910670527957229,0.2962962962962962,0.041666666666666664,0.0,0.44137996364974713,0.11590179128189254,13.605769435569371,low,11.25
88601458edfffff,35,2.4785714285714286,2.5,25.0,25,0.9314285714285715,6,9,13.000100348571427,77.48853184571429,1.0,False,1.0,2.1695784506165428,0.25,WRONG PARKING,SCOOTER,Kamakshipalya,No Junction,"Andhrahalli Main Road, Soundarya Layout, Andhrahalli, Bengaluru, Karnataka. Pin-560091 (India)",0.003787034974381822,0.3238095238095238,0.25,0.0,0.708476770771743,0.17626663310643492,21.09593544451232,low,9.722222222222221
8860145901fffff,58,3.057183908045977,3.3333333333333335,37.06896551724138,50,1.2603448275862068,11,24,13.04736796551724,77.54559298793103,2.0,False,1.0,1.4972782851835225,0.4583333333333333,NO PARKING,CAR,Jalahalli,No Junction,"Jalahalli Main Road, Sri Veera Madakari Nayaka Circle, Jalahalli, Bengaluru, Karnataka. Pin-560013 (India)",0.006348852751169525,0.5809706257982119,0.4583333333333333,1.0,0.4889368642851782,0.3750122614177181,45.75661050981086,moderate,8.958333333333332
8860145903fffff,1,3.3333333333333335,3.3333333333333335,50.0,50,1.0,1,1,13.0445233,77.5383443,2.0,False,1.0,-1.4426951601859516e-10,0.041666666666666664,NO PARKING,OTHERS,Jalahalli,No Junction,"HMT School, HMT Link Road, HMT Ward, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560022, India",0.0,0.7037037037037037,0.041666666666666664,1.0,0.0,0.3021759259259259,36.718961642904006,low,5.0
